iteration,particle_index,f1,f2
0,0,0.6732274617115548,3.5970329070819362
0,1,0.3789989846695504,3.8624617198090925
0,2,0.35381981652013184,4.425927083162502
0,3,0.5989307523343922,3.8007041329895705
0,4,0.40714951860099335,3.3040988159909292
0,5,0.0067300712970082,4.609445020832536
0,6,0.5046336736183221,3.838465770920084
0,7,0.9357211204368284,3.746670831671329
0,8,0.5506740307982652,3.882728717883927
0,9,0.8089635386798397,2.843096246440613
0,10,0.9179705273811158,3.219096279614447
0,11,0.19338643848819115,3.947432541148419
0,12,0.06149558604473404,4.803681253851378
0,13,0.443186148879004,4.423147679465896
0,14,0.05996708398278816,5.638132616236842
0,15,0.966494439906318,3.135182164958672
0,16,0.7001420324612192,3.162851577966435
0,17,0.4583117135974025,2.963992308197409
0,18,0.6809381318647827,3.913254725110762
0,19,0.9364989378420537,2.657384705967826
0,20,0.13295291470562254,5.069798606849003
0,21,0.23770527097209482,4.921595373868722
0,22,0.5463569462430944,3.8507219558133556
0,23,0.5261006308817411,3.6818810209256405
0,24,0.4199841982560827,4.22746956075763
0,25,0.5764157798700018,3.5925305902391833
0,26,0.4310708779164446,4.15053150342486
0,27,0.6346287363831123,3.714237647668757
0,28,0.5469633216975311,3.6496003991625288
0,29,0.9651556533544617,3.784810895255328
0,30,0.2869736418907285,4.778088433732621
0,31,0.917762578048444,3.767157848496289
0,32,0.32506167514445106,3.725813325261182
0,33,0.727579028615683,4.001072620785839
0,34,0.8300547192785381,2.956023235742695
0,35,0.8220572922617123,3.793377826613217
0,36,0.4935544570727052,3.2799133715827873
0,37,0.9993044261853415,4.001908710423124
0,38,0.3849826029579506,3.676063793585431
0,39,0.5303131135024882,3.2439068380184235
0,40,0.7223395707118067,3.743678951787196
0,41,0.2727966663843602,4.094420876132041
0,42,0.6447853022524997,3.9329516092606385
0,43,0.5845462598081885,4.298000519491526
0,44,0.7264657271834638,3.3971293408230347
0,45,0.3581598227790317,4.240962258558945
0,46,0.8307769875828112,4.001496802402489
0,47,0.1545592774126363,4.839572544146492
0,48,0.6427357548793634,3.6233544457179736
0,49,0.7442017991450989,2.8237090028333016
0,50,0.017629842355424974,4.371211229814598
0,51,0.6906840053475064,4.017930450943828
0,52,0.9850017695653386,2.6089489902317227
0,53,0.7111809699202003,3.2772814838229056
0,54,0.7201969443935325,3.3860295125368673
0,55,0.884438161253684,3.087942435718685
0,56,0.658499989237417,3.2742088025850395
0,57,0.2750938400235736,3.849862045475394
0,58,0.12499023024811007,5.127691183640354
0,59,0.1704955805596715,5.220761650133208
0,60,0.9435628832039793,3.042857099163415
0,61,0.9295832492565336,2.7119950278564837
0,62,0.1894730009636969,3.9827163188002057
0,63,0.5647366419145903,4.158768997856005
0,64,0.05740298835427515,3.882501479752837
0,65,0.7675214009041171,2.9147727006228705
0,66,0.1770062294982372,3.7727378443733035
0,67,0.6798199521699692,3.335577097960697
0,68,0.3095373825266067,3.906937325825572
0,69,0.3018902705550337,4.667586779225087
0,70,0.9958404781619526,3.2559582082220717
0,71,0.8059850871192629,3.6427296398615345
0,72,0.27533748051287243,4.237483761234282
0,73,0.17353045989873406,3.896914718109956
0,74,0.9376915948737373,3.089502175279487
0,75,0.2516840441425452,3.397168126076366
0,76,0.6309072460219107,3.1201485864255996
0,77,0.5176478107107806,3.552693549992076
0,78,0.4397110868592262,3.50724134375308
0,79,0.6997520193310768,2.837899399239116
0,80,0.2060245938024179,4.045068664364458
0,81,0.040375073130409334,6.1114108212609075
0,82,0.5727397986619012,4.98287371349108
0,83,0.04565783592536987,5.283490856916949
0,84,0.1737712465134451,4.370339732622511
0,85,0.06573912207988808,4.884800919576189
0,86,0.9438692359832478,2.518111238975094
0,87,0.40207999366652913,4.5434767996142496
0,88,0.9513616367520372,3.3829004492921735
0,89,0.47048213703595687,4.183104030178978
0,90,0.1363189134257703,3.964993019775742
0,91,0.20149401780536502,4.943809096210348
0,92,0.678212428467285,3.8772901923622203
0,93,0.8427875309615006,2.9628437219910397
0,94,0.905000323480563,3.597056932073591
0,95,0.918402772845275,2.708839152729286
0,96,0.865086631864736,3.133550126213966
0,97,0.8155642140180343,3.799561689958005
0,98,0.41509223635648196,3.695378842528523
0,99,0.97083863018673,3.641163977546923
1,0,0.576386852735222,3.186385568814215
1,1,0.28482343566056306,3.6034148453278227
1,2,0.08585802856776326,4.118560403604653
1,3,0.761637768040723,2.6994963692758724
1,4,0.3632204778798597,3.348513823226628
1,5,0.0,4.362877494076464
1,6,0.8160225356390204,2.497920810051935
1,7,0.9040685827927789,2.9492429686944015
1,8,0.05067403079826516,4.342864955905384
1,9,0.3089635386798397,3.3546689905028018
1,10,0.6249595399905672,3.2707636887786555
1,11,0.12907370348474878,3.909129820903123
1,12,0.0,4.932163274893787
1,13,0.6399506571742797,3.2304844149276692
1,14,0.5599670839827882,3.3866028941883526
1,15,0.466494439906318,3.100614330010601
1,16,0.2001420324612192,4.168038085861647
1,17,0.9583117135974025,2.03227308868594
1,18,0.5989194894471745,3.293921675891277
1,19,0.45381189681503914,3.2481467465770644
1,20,0.0,4.875660932707952
1,21,0.09842245031730834,4.247726422817121
1,22,0.30864495509673473,3.437846197515007
1,23,0.44654819592945827,3.407045573041495
1,24,0.49571864413297717,3.5862712302302944
1,25,1.0,2.401401651377775
1,26,0.0,4.989357430215788
1,27,0.2894833989299984,3.3190012067246237
1,28,0.3998018138650978,3.4320723851282957
1,29,1.0,2.2625922127906577
1,30,0.21658991330198987,4.066837703810504
1,31,0.468886082529445,3.6728772703758934
1,32,0.8250616751444511,2.5762018707263312
1,33,0.9157913936778552,2.626208819206835
1,34,0.8641759442636562,2.861700658281468
1,35,0.3220572922617123,3.618297122900576
1,36,0.16916167275850913,3.9454985934423834
1,37,0.6610666360555986,3.7401076044382906
1,38,0.3936957657993388,2.997720219732127
1,39,0.4941926698579332,3.3132840210757757
1,40,0.7436246243756301,3.0177766310419845
1,41,0.09266484511309894,3.7590315315991156
1,42,0.18323040662868195,3.662657146045432
1,43,0.3001119792264315,3.7672851306053095
1,44,0.3331683435931163,3.743463563515248
1,45,0.5872959445841688,3.0950180159881047
1,46,0.5588442999973162,3.465956830397227
